振動,温度,電力,油塗布,スイッチ,故障
68,252,886,"F","D","F"
74,252,874,"F","D","F"
71,252,879,"F","D","F"
38,251,912,"F","B","F"
20,251,923,"F","B","F"
57,251,895,"F","D","F"
31,251,916,"F","B","F"
2,250,940,"F","C","F"
37,251,913,"F","C","F"
54,251,897,"F","C","F"
23,251,920,"F","B","F"
22,251,920,"F","D","F"
13,250,931,"F","A","F"
72,251,879,"F","B","F"
40,251,910,"F","A","F"
28,251,916,"F","A","F"
75,252,874,"F","B","F"
32,252,914,"F","C","F"
63,252,891,"F","C","F"
42,252,909,"F","D","F"
61,251,892,"F","A","F"
39,251,910,"F","A","F"
30,251,916,"F","B","F"
52,251,898,"F","C","F"
35,251,914,"F","D","F"
56,251,896,"F","D","F"
14,251,930,"F","D","F"
67,251,887,"F","A","F"
65,252,889,"F","D","F"
62,252,891,"F","B","F"
45,251,909,"F","B","F"
1,250,944,"F","C","F"
36,251,914,"F","D","F"
12,251,931,"F","A","F"
48,251,903,"F","A","F"
76,252,872,"F","D","F"
8,250,934,"F","D","F"
18,250,925,"F","C","F"
51,251,898,"F","C","F"
7,251,934,"F","A","F"
11,251,931,"F","D","F"
29,251,916,"F","B","F"
64,252,890,"F","B","F"
41,251,910,"F","A","F"
50,251,899,"F","B","F"
44,251,909,"F","C","F"
15,250,930,"F","B","F"
66,252,887,"F","B","F"
47,250,904,"F","C","F"
53,251,898,"F","D","F"
49,252,901,"F","D","F"
24,251,919,"F","A","F"
78,252,868,"F","D","F"
58,252,893,"F","A","F"
0,251,946,"F","A","F"
19,251,932,"F","A","F"
30,250,928,"F","C","F"
69,252,888,"F","B","F"
55,251,912,"F","B","F"
58,251,909,"F","B","F"
73,252,871,"F","C","F"
22,251,930,"F","D","F"
18,251,932,"F","A","F"
39,251,922,"F","D","F"
3,250,943,"F","C","F"
70,252,882,"F","D","F"
56,251,910,"F","D","F"
31,250,927,"F","D","F"
25,250,930,"F","C","F"
66,252,889,"F","B","F"
75,252,864,"F","D","F"
51,251,913,"F","B","F"
42,252,919,"F","B","F"
61,252,895,"F","B","F"
34,250,926,"F","C","F"
24,251,930,"F","C","F"
44,251,919,"F","B","F"
50,251,914,"F","C","F"
20,250,932,"F","A","F"
15,250,934,"F","D","F"
33,251,926,"F","D","F"
67,251,889,"F","C","F"
49,252,914,"F","D","F"
62,251,895,"F","C","F"
7,250,939,"F","D","F"
57,252,909,"F","D","F"
17,250,933,"F","B","F"
5,251,941,"F","B","F"
26,250,930,"F","B","F"
46,251,916,"F","C","F"
72,252,873,"F","A","F"
8,251,937,"F","C","F"
48,251,915,"F","A","F"
4,250,942,"F","C","F"
14,251,934,"F","A","F"
32,252,926,"F","B","F"
54,251,912,"F","B","F"
13,250,935,"F","B","F"
60,251,905,"F","A","F"
64,251,892,"F","D","F"
28,251,929,"F","B","F"
21,251,931,"F","C","F"
11,250,936,"F","D","F"
63,252,894,"F","B","F"
74,252,870,"F","C","F"
47,251,916,"F","D","F"
53,252,912,"F","C","F"
71,252,879,"F","B","F"
6,250,939,"F","A","F"
10,250,936,"F","B","F"
65,252,891,"F","C","F"
36,251,923,"F","B","F"
45,251,916,"F","B","F"
9,250,936,"F","A","F"
1,250,944,"F","D","F"
38,251,922,"F","A","F"
27,250,930,"F","D","F"
59,250,908,"F","C","F"
23,251,930,"F","B","F"
68,252,888,"F","D","F"
52,251,913,"F","A","F"
35,251,924,"F","D","F"
37,250,923,"F","D","F"
0,250,946,"F","C","F"
16,251,933,"F","A","F"
12,251,935,"F","C","F"
40,251,920,"F","A","F"
29,251,929,"F","C","F"
41,251,920,"F","D","F"
2,251,943,"F","D","F"
43,251,919,"F","B","F"
49,251,902,"F","A","F"
65,251,887,"F","C","F"
62,252,889,"F","D","F"
51,251,901,"F","A","F"
46,251,906,"F","C","F"
16,251,930,"F","B","F"
66,251,887,"F","A","F"
12,250,934,"F","A","F"
17,251,930,"F","D","F"
37,251,912,"F","C","F"
6,251,936,"F","B","F"
14,250,932,"F","D","F"
3,250,939,"F","C","F"
53,252,897,"F","D","F"
63,252,887,"F","A","F"
24,251,925,"F","B","F"
22,251,928,"F","D","F"
20,252,928,"F","C","F"
18,251,930,"F","B","F"
35,250,915,"F","B","F"
47,251,906,"F","D","F"
36,251,913,"F","B","F"
56,252,895,"F","D","F"
38,251,911,"F","C","F"
1,250,943,"F","C","F"
15,251,931,"F","B","F"
44,252,906,"F","A","F"
28,251,920,"F","A","F"
42,251,909,"F","C","F"
4,250,938,"F","A","F"
26,251,924,"F","B","F"
19,250,930,"F","D","F"
73,252,878,"F","A","F"
57,252,894,"F","A","F"
59,252,893,"F","A","F"
54,251,897,"F","A","F"
50,252,901,"F","C","F"
10,251,934,"F","D","F"
48,251,903,"F","D","F"
60,251,892,"F","B","F"
30,251,920,"F","D","F"
40,250,910,"F","B","F"
29,251,920,"F","A","F"
43,251,907,"F","D","F"
23,251,926,"F","B","F"
32,251,918,"F","C","F"
58,251,894,"F","C","F"
34,252,915,"F","A","F"
55,252,895,"F","A","F"
33,251,918,"F","B","F"
5,250,937,"F","C","F"
64,252,887,"F","A","F"
69,252,882,"F","B","F"
70,252,881,"F","A","F"
9,250,936,"F","D","F"
21,251,928,"F","A","F"
61,252,890,"F","A","F"
68,252,883,"F","C","F"
71,251,880,"F","B","F"
13,250,934,"F","A","F"
72,252,878,"F","A","F"
8,250,936,"F","C","F"
52,252,899,"F","B","F"
7,251,936,"F","A","F"
31,251,918,"F","A","F"
0,250,947,"F","C","F"
27,250,922,"F","A","F"
11,251,934,"F","D","F"
67,252,884,"F","B","F"
41,251,909,"F","D","F"
45,252,906,"F","D","F"
74,252,867,"F","A","F"
2,250,940,"F","A","F"
25,251,925,"F","A","F"
39,251,911,"F","B","F"
34,251,922,"F","A","F"
74,252,878,"F","C","F"
73,251,880,"F","A","F"
51,251,902,"F","B","F"
18,251,931,"F","B","F"
7,250,939,"F","B","F"
67,252,887,"F","A","F"
24,251,930,"F","C","F"
16,251,932,"F","B","F"
6,250,939,"F","B","F"
71,252,881,"F","D","F"
14,250,933,"F","A","F"
50,251,905,"F","A","F"
52,251,901,"F","B","F"
72,251,881,"F","A","F"
62,251,892,"F","C","F"
21,251,931,"F","C","F"
76,252,874,"F","D","F"
57,251,897,"F","A","F"
23,251,930,"F","D","F"
78,252,873,"F","A","F"
17,251,932,"F","B","F"
43,252,913,"F","B","F"
8,251,938,"F","C","F"
28,251,926,"F","B","F"
77,252,873,"F","C","F"
10,250,938,"F","C","F"
53,252,899,"F","C","F"
35,251,921,"F","A","F"
11,250,937,"F","C","F"
19,251,931,"F","B","F"
65,251,890,"F","C","F"
3,250,940,"F","D","F"
64,251,891,"F","D","F"
1,250,941,"F","B","F"
58,252,896,"F","C","F"
69,251,885,"F","C","F"
56,251,898,"F","A","F"
68,251,886,"F","C","F"
36,251,919,"F","A","F"
5,251,939,"F","B","F"
4,250,940,"F","A","F"
26,251,927,"F","D","F"
31,251,923,"F","B","F"
48,252,909,"F","D","F"
25,251,928,"F","D","F"
20,251,931,"F","A","F"
46,251,911,"F","C","F"
61,252,892,"F","D","F"
0,250,945,"F","B","F"
22,251,931,"F","A","F"
13,251,935,"F","B","F"
75,252,876,"F","A","F"
2,250,941,"F","B","F"
40,251,917,"F","D","F"
33,252,922,"F","C","F"
79,252,872,"F","D","F"
63,251,892,"F","B","F"
39,251,917,"F","C","F"
60,250,893,"F","D","F"
54,251,899,"F","D","F"
29,250,926,"F","B","F"
32,251,923,"F","A","F"
30,251,924,"F","B","F"
44,251,913,"F","D","F"
66,251,888,"F","D","F"
49,251,905,"F","C","F"
42,251,915,"F","C","F"
55,252,898,"F","C","F"
9,251,938,"F","D","F"
70,252,883,"F","C","F"
47,251,911,"F","C","F"
59,251,894,"F","A","F"
27,251,927,"F","B","F"
37,251,919,"F","C","F"
15,250,933,"F","B","F"
12,250,936,"F","A","F"
41,251,915,"F","D","F"
38,252,917,"F","A","F"
80,252,869,"F","C","F"
45,251,912,"F","D","F"
20,251,928,"F","A","F"
16,251,930,"F","D","F"
36,250,917,"F","B","F"
58,251,900,"F","D","F"
49,251,906,"F","A","F"
11,251,934,"F","C","F"
68,252,892,"F","D","F"
42,251,913,"F","A","F"
15,250,931,"F","A","F"
3,250,944,"F","C","F"
62,251,896,"F","A","F"
71,251,881,"F","D","F"
39,251,915,"F","A","F"
77,252,872,"F","D","F"
0,250,946,"F","A","F"
9,250,936,"F","D","F"
67,251,893,"F","C","F"
33,251,920,"F","D","F"
8,250,936,"F","A","F"
66,251,894,"F","C","F"
10,251,935,"F","B","F"
59,251,899,"F","B","F"
46,251,911,"F","D","F"
35,251,919,"F","D","F"
32,251,920,"F","C","F"
1,250,946,"F","C","F"
4,251,940,"F","B","F"
57,251,902,"F","B","F"
18,251,929,"F","C","F"
52,251,905,"F","A","F"
56,252,902,"F","B","F"
28,251,922,"F","C","F"
6,250,938,"F","A","F"
73,252,877,"F","C","F"
54,251,903,"F","D","F"
70,252,884,"F","B","F"
21,251,928,"F","A","F"
76,252,872,"F","A","F"
60,252,897,"F","C","F"
51,252,905,"F","C","F"
45,251,912,"F","C","F"
14,250,931,"F","B","F"
69,252,889,"F","B","F"
34,251,920,"F","B","F"
64,251,895,"F","A","F"
5,250,939,"F","C","F"
13,251,931,"F","A","F"
19,251,928,"F","A","F"
38,251,915,"F","C","F"
2,250,945,"F","A","F"
61,252,896,"F","B","F"
74,251,875,"F","A","F"
78,252,866,"F","B","F"
25,251,925,"F","C","F"
26,251,924,"F","D","F"
53,252,904,"F","D","F"
75,251,873,"F","C","F"
50,252,905,"F","C","F"
47,251,910,"F","B","F"
43,251,913,"F","C","F"
44,252,912,"F","C","F"
63,251,896,"F","A","F"
40,251,914,"F","D","F"
24,251,925,"F","B","F"
23,251,926,"F","B","F"
55,251,903,"F","B","F"
29,251,922,"F","C","F"
27,250,923,"F","D","F"
7,251,936,"F","C","F"
37,252,916,"F","D","F"
48,252,909,"F","D","F"
79,252,863,"F","C","F"
72,252,878,"F","D","F"
12,251,932,"F","A","F"
65,252,894,"F","B","F"
41,251,914,"F","B","F"
22,250,927,"F","B","F"
17,251,930,"F","A","F"
31,251,920,"F","B","F"
30,251,920,"F","C","F"
12,250,932,"F","B","F"
9,251,932,"F","B","F"
68,251,876,"F","D","F"
27,251,921,"F","A","F"
7,250,935,"F","C","F"
63,252,885,"F","B","F"
34,251,919,"F","A","F"
59,251,891,"F","C","F"
62,252,887,"F","C","F"
40,251,913,"F","A","F"
26,251,922,"F","D","F"
17,251,930,"F","C","F"
47,251,908,"F","A","F"
56,252,891,"F","D","F"
53,252,898,"F","D","F"
3,250,936,"F","A","F"
38,251,915,"F","D","F"
54,252,894,"F","A","F"
44,251,909,"F","B","F"
52,251,903,"F","C","F"
10,251,932,"F","D","F"
66,252,876,"F","C","F"
64,251,885,"F","C","F"
5,251,935,"F","A","F"
50,251,905,"F","C","F"
21,251,928,"F","B","F"
16,250,931,"F","D","F"
30,251,920,"F","C","F"
60,251,889,"F","D","F"
33,251,919,"F","B","F"
20,251,928,"F","A","F"
71,252,868,"F","B","F"
39,251,914,"F","A","F"
15,251,931,"F","C","F"
11,250,932,"F","D","F"
45,251,908,"F","A","F"
37,252,915,"F","B","F"
6,250,935,"F","B","F"
28,251,921,"F","D","F"
41,251,912,"F","A","F"
46,251,908,"F","B","F"
2,251,937,"F","B","F"
61,252,887,"F","B","F"
1,250,938,"F","D","F"
31,251,920,"F","B","F"
29,252,920,"F","B","F"
48,251,908,"F","C","F"
70,252,869,"F","A","F"
22,251,926,"F","A","F"
25,250,923,"F","D","F"
19,251,930,"F","A","F"
13,250,932,"F","A","F"
42,251,911,"F","C","F"
55,251,894,"F","D","F"
57,252,891,"F","A","F"
51,251,905,"F","A","F"
14,250,932,"F","A","F"
23,251,924,"F","B","F"
4,251,935,"F","D","F"
65,252,884,"F","A","F"
8,250,933,"F","A","F"
0,250,939,"F","A","F"
35,250,917,"F","B","F"
24,251,923,"F","D","F"
18,251,930,"F","A","F"
43,251,911,"F","A","F"
36,251,916,"F","A","F"
49,251,905,"F","C","F"
58,252,891,"F","D","F"
32,251,920,"F","D","F"
67,252,876,"F","D","F"
69,252,875,"F","A","F"
1,250,943,"F","D","F"
5,251,936,"F","A","F"
39,252,910,"F","A","F"
68,252,877,"F","D","F"
69,252,875,"F","A","F"
61,252,886,"F","B","F"
56,252,889,"F","D","F"
6,251,935,"F","B","F"
55,251,890,"F","A","F"
9,251,932,"F","C","F"
23,251,922,"F","A","F"
31,250,918,"F","A","F"
43,251,907,"F","C","F"
59,252,887,"F","A","F"
63,252,884,"F","C","F"
64,252,882,"F","A","F"
48,251,898,"F","D","F"
51,252,896,"F","D","F"
20,250,926,"F","A","F"
41,251,909,"F","D","F"
35,251,913,"F","A","F"
45,251,901,"F","C","F"
12,250,931,"F","B","F"
47,251,900,"F","D","F"
38,251,911,"F","A","F"
26,252,921,"F","D","F"
34,251,917,"F","B","F"
66,251,879,"F","B","F"
21,251,925,"F","A","F"
58,252,887,"F","D","F"
70,252,863,"F","D","F"
19,250,927,"F","A","F"
54,252,891,"F","C","F"
11,251,931,"F","D","F"
71,252,861,"F","D","F"
15,250,929,"F","D","F"
40,251,910,"F","B","F"
28,251,920,"F","B","F"
29,251,919,"F","C","F"
53,251,896,"F","B","F"
24,251,922,"F","A","F"
16,250,929,"F","D","F"
32,251,917,"F","A","F"
60,252,886,"F","A","F"
25,251,922,"F","D","F"
50,251,897,"F","D","F"
0,250,947,"F","D","F"
42,251,908,"F","A","F"
4,251,937,"F","A","F"
3,250,939,"F","B","F"
67,252,877,"F","B","F"
18,251,927,"F","C","F"
52,252,896,"F","C","F"
65,252,880,"F","B","F"
62,251,885,"F","A","F"
44,251,903,"F","B","F"
36,251,912,"F","D","F"
27,251,921,"F","D","F"
10,251,931,"F","A","F"
7,250,935,"F","C","F"
57,252,887,"F","B","F"
14,250,929,"F","C","F"
17,250,928,"F","C","F"
33,251,917,"F","D","F"
2,250,942,"F","C","F"
37,251,911,"F","A","F"
46,251,901,"F","D","F"
22,251,924,"F","B","F"
13,251,930,"F","C","F"
30,251,918,"F","C","F"
8,250,933,"F","B","F"
49,252,897,"F","B","F"
58,252,892,"F","B","F"
65,252,878,"F","D","F"
46,251,908,"F","A","F"
29,251,922,"F","B","F"
33,250,920,"F","B","F"
63,252,881,"F","A","F"
23,251,926,"F","C","F"
64,252,878,"F","A","F"
32,251,920,"F","A","F"
3,250,940,"F","C","F"
36,251,919,"F","B","F"
56,252,892,"F","C","F"
28,250,923,"F","A","F"
61,252,883,"F","B","F"
41,252,914,"F","C","F"
44,251,909,"F","D","F"
38,251,916,"F","C","F"
37,250,919,"F","D","F"
30,252,920,"F","A","F"
19,250,929,"F","B","F"
66,252,878,"F","A","F"
5,250,939,"F","C","F"
31,251,920,"F","B","F"
47,251,907,"F","D","F"
0,250,947,"F","D","F"
25,251,925,"F","C","F"
50,252,906,"F","C","F"
68,252,870,"F","C","F"
9,251,934,"F","B","F"
57,252,892,"F","D","F"
24,251,925,"F","A","F"
13,251,932,"F","A","F"
53,251,902,"F","B","F"
35,251,919,"F","A","F"
8,251,934,"F","D","F"
2,250,942,"F","B","F"
55,252,900,"F","B","F"
60,252,883,"F","D","F"
27,251,923,"F","D","F"
21,251,927,"F","D","F"
42,251,914,"F","D","F"
49,251,907,"F","A","F"
10,250,934,"F","D","F"
62,252,883,"F","D","F"
6,250,937,"F","D","F"
22,250,927,"F","B","F"
11,251,933,"F","A","F"
18,250,930,"F","A","F"
52,251,903,"F","B","F"
14,251,932,"F","C","F"
34,250,920,"F","A","F"
51,251,905,"F","C","F"
54,252,900,"F","B","F"
67,252,877,"F","D","F"
4,250,939,"F","A","F"
43,251,911,"F","A","F"
1,250,943,"F","C","F"
20,251,927,"F","C","F"
59,252,885,"F","D","F"
39,251,916,"F","C","F"
12,250,933,"F","A","F"
45,252,908,"F","A","F"
40,251,916,"F","B","F"
7,251,935,"F","C","F"
16,251,931,"F","C","F"
26,250,925,"F","D","F"
48,251,907,"F","A","F"
15,251,932,"F","A","F"
17,250,930,"F","C","F"
36,251,914,"F","D","F"
0,250,947,"F","D","F"
6,250,935,"F","C","F"
44,251,906,"F","B","F"
33,251,915,"F","C","F"
46,251,906,"F","A","F"
12,250,933,"F","C","F"
7,250,934,"F","A","F"
72,252,866,"F","B","F"
56,251,899,"F","D","F"
52,251,901,"F","D","F"
63,252,886,"F","B","F"
53,252,900,"F","A","F"
16,251,926,"F","D","F"
24,251,923,"F","A","F"
4,251,938,"F","D","F"
28,251,920,"F","D","F"
21,251,924,"F","A","F"
8,250,933,"F","D","F"
51,251,902,"F","A","F"
42,252,907,"F","A","F"
58,252,897,"F","D","F"
1,250,942,"F","D","F"
2,250,941,"F","A","F"
60,251,893,"F","A","F"
55,252,899,"F","D","F"
68,252,877,"F","C","F"
54,251,900,"F","A","F"
9,250,933,"F","D","F"
25,251,922,"F","C","F"
26,251,921,"F","D","F"
35,251,914,"F","D","F"
22,251,923,"F","C","F"
31,251,917,"F","D","F"
61,252,892,"F","A","F"
71,252,867,"F","C","F"
10,250,933,"F","D","F"
14,251,930,"F","B","F"
15,250,930,"F","B","F"
39,252,912,"F","B","F"
57,252,897,"F","C","F"
66,252,882,"F","D","F"
48,251,904,"F","D","F"
47,252,905,"F","D","F"
45,251,906,"F","D","F"
50,251,902,"F","B","F"
32,251,916,"F","C","F"
65,252,882,"F","B","F"
3,250,940,"F","D","F"
19,251,924,"F","D","F"
29,251,919,"F","D","F"
49,251,904,"F","A","F"
40,251,912,"F","C","F"
67,252,878,"F","A","F"
5,251,935,"F","A","F"
38,251,913,"F","A","F"
69,251,876,"F","D","F"
30,251,918,"F","A","F"
20,251,924,"F","B","F"
17,251,925,"F","D","F"
13,251,932,"F","A","F"
34,251,915,"F","D","F"
62,251,890,"F","C","F"
11,250,933,"F","D","F"
41,251,909,"F","A","F"
70,252,874,"F","C","F"
43,251,907,"F","A","F"
27,250,921,"F","C","F"
64,251,885,"F","A","F"
59,251,893,"F","C","F"
18,251,924,"F","B","F"
37,251,914,"F","D","F"
23,251,923,"F","C","F"
41,251,906,"F","A","F"
53,252,892,"F","C","F"
8,251,937,"F","D","F"
7,250,938,"F","C","F"
42,251,905,"F","B","F"
28,251,917,"F","C","F"
14,250,934,"F","B","F"
17,250,930,"F","B","F"
34,251,910,"F","D","F"
4,251,941,"F","D","F"
62,251,882,"F","D","F"
0,250,948,"F","C","F"
48,251,897,"F","B","F"
47,252,897,"F","D","F"
57,252,890,"F","C","F"
19,250,927,"F","B","F"
60,251,884,"F","C","F"
22,251,923,"F","A","F"
18,251,928,"F","D","F"
12,250,935,"F","B","F"
36,252,908,"F","C","F"
6,251,938,"F","B","F"
38,251,907,"F","D","F"
25,251,919,"F","D","F"
15,251,932,"F","B","F"
37,251,907,"F","B","F"
45,251,903,"F","C","F"
46,251,899,"F","D","F"
64,252,873,"F","B","F"
24,251,919,"F","A","F"
13,251,934,"F","D","F"
56,252,890,"F","D","F"
23,251,923,"F","B","F"
52,251,893,"F","A","F"
50,251,895,"F","C","F"
61,251,883,"F","A","F"
43,251,904,"F","A","F"
5,250,940,"F","A","F"
32,251,911,"F","B","F"
26,251,918,"F","C","F"
33,252,910,"F","D","F"
59,251,885,"F","A","F"
58,252,889,"F","C","F"
2,250,944,"F","B","F"
44,251,903,"F","A","F"
55,252,891,"F","C","F"
27,251,918,"F","A","F"
20,251,926,"F","C","F"
11,250,935,"F","D","F"
63,251,876,"F","A","F"
40,251,906,"F","A","F"
35,251,909,"F","A","F"
9,251,936,"F","A","F"
66,252,870,"F","B","F"
1,250,945,"F","D","F"
39,251,907,"F","C","F"
21,251,926,"F","D","F"
51,251,894,"F","D","F"
16,251,932,"F","A","F"
31,252,912,"F","D","F"
3,250,944,"F","A","F"
65,252,872,"F","D","F"
10,251,935,"F","D","F"
30,250,913,"F","A","F"
54,252,891,"F","C","F"
29,251,913,"F","A","F"
49,251,897,"F","C","F"
62,252,877,"F","A","F"
45,251,900,"F","D","F"
18,250,931,"F","A","F"
0,250,946,"F","D","F"
9,250,937,"F","C","F"
28,251,924,"F","C","F"
38,251,908,"F","B","F"
6,250,938,"F","D","F"
52,251,896,"F","B","F"
47,252,899,"F","A","F"
8,250,937,"F","B","F"
57,252,886,"F","C","F"
66,252,871,"F","C","F"
53,252,895,"F","D","F"
30,251,919,"F","A","F"
4,250,940,"F","A","F"
59,252,884,"F","C","F"
41,251,903,"F","D","F"
13,250,934,"F","D","F"
26,250,926,"F","B","F"
20,251,930,"F","D","F"
27,251,925,"F","A","F"
5,250,939,"F","D","F"
36,251,909,"F","C","F"
61,251,878,"F","B","F"
40,251,904,"F","D","F"
15,250,932,"F","C","F"
21,251,929,"F","D","F"
48,252,897,"F","C","F"
49,251,897,"F","C","F"
31,251,916,"F","D","F"
23,252,927,"F","D","F"
46,251,900,"F","D","F"
55,252,891,"F","D","F"
37,251,908,"F","B","F"
65,251,873,"F","D","F"
44,251,902,"F","C","F"
64,252,875,"F","C","F"
22,251,929,"F","D","F"
1,250,942,"F","A","F"
2,250,942,"F","B","F"
24,251,927,"F","A","F"
25,251,926,"F","C","F"
43,252,902,"F","A","F"
39,251,905,"F","B","F"
35,251,910,"F","A","F"
34,251,915,"F","A","F"
54,251,894,"F","A","F"
11,250,936,"F","D","F"
12,251,934,"F","D","F"
17,250,932,"F","D","F"
16,250,932,"F","A","F"
29,251,920,"F","A","F"
33,250,916,"F","B","F"
7,251,937,"F","B","F"
63,252,876,"F","C","F"
42,251,903,"F","D","F"
10,250,936,"F","A","F"
51,251,897,"F","C","F"
14,250,933,"F","D","F"
60,252,880,"F","D","F"
32,251,916,"F","C","F"
58,252,885,"F","B","F"
50,251,897,"F","B","F"
3,250,942,"F","C","F"
19,250,931,"F","A","F"
56,252,890,"F","D","F"
73,251,895,"F","B","F"
79,252,887,"F","B","F"
67,251,900,"F","D","F"
85,251,883,"F","B","F"
24,251,931,"F","B","F"
23,250,932,"F","C","F"
54,251,910,"F","A","F"
59,251,904,"F","A","F"
68,252,899,"F","D","F"
47,251,915,"F","A","F"
6,250,938,"F","A","F"
40,252,920,"F","B","F"
18,251,933,"F","C","F"
57,251,906,"F","B","F"
61,251,902,"F","C","F"
3,250,939,"F","B","F"
27,251,930,"F","C","F"
91,251,868,"F","A","F"
38,251,921,"F","D","F"
37,250,923,"F","D","F"
70,251,898,"F","C","F"
42,251,919,"F","A","F"
35,250,925,"F","C","F"
16,250,934,"F","D","F"
89,251,872,"F","A","F"
34,251,925,"F","C","F"
87,252,874,"F","B","F"
26,251,930,"F","D","F"
1,251,942,"F","C","F"
71,252,896,"F","A","F"
22,250,933,"F","D","F"
48,251,915,"F","B","F"
32,251,927,"F","D","F"
7,250,938,"F","A","F"
86,252,878,"F","D","F"
53,251,910,"F","B","F"
69,251,899,"F","B","F"
77,251,888,"F","C","F"
49,251,914,"F","B","F"
17,251,933,"F","C","F"
60,251,903,"F","B","F"
56,251,908,"F","C","F"
92,252,861,"F","B","F"
72,251,896,"F","C","F"
19,251,933,"F","A","F"
2,250,941,"F","B","F"
15,251,934,"F","D","F"
29,251,927,"F","C","F"
51,252,911,"F","B","F"
4,250,939,"F","B","F"
41,251,920,"F","A","F"
63,251,902,"F","C","F"
75,251,893,"F","B","F"
52,251,910,"F","A","F"
78,251,888,"F","D","F"
36,250,924,"F","C","F"
62,251,902,"F","D","F"
21,250,933,"F","A","F"
88,252,873,"F","C","F"
43,251,918,"F","C","F"
84,252,885,"F","D","F"
30,251,927,"F","A","F"
50,251,912,"F","B","F"
12,251,935,"F","A","F"
90,252,871,"F","B","F"
74,251,893,"F","C","F"
25,250,931,"F","B","F"
13,251,935,"F","B","F"
33,251,927,"F","C","F"
55,251,909,"F","A","F"
31,251,927,"F","B","F"
66,251,901,"F","A","F"
11,251,935,"F","A","F"
8,250,937,"F","D","F"
10,251,936,"F","D","F"
83,252,886,"F","D","F"
58,252,904,"F","D","F"
45,251,918,"F","A","F"
82,252,886,"F","D","F"
76,252,890,"F","D","F"
81,251,887,"F","A","F"
80,252,887,"F","C","F"
64,251,902,"F","D","F"
46,251,916,"F","C","F"
9,251,936,"F","A","F"
14,251,934,"F","C","F"
5,250,938,"F","D","F"
39,250,921,"F","D","F"
0,250,946,"F","D","F"
65,251,901,"F","D","F"
20,251,933,"F","D","F"
44,251,918,"F","D","F"
28,251,928,"F","B","F"
1,250,944,"F","C","F"
62,252,892,"F","D","F"
77,252,876,"F","C","F"
44,251,918,"F","C","F"
68,252,889,"F","C","F"
3,250,943,"F","D","F"
31,251,926,"F","C","F"
10,251,939,"F","A","F"
20,251,932,"F","A","F"
34,251,925,"F","C","F"
79,252,872,"F","A","F"
67,251,890,"F","A","F"
61,251,893,"F","A","F"
19,250,933,"F","C","F"
22,250,931,"F","B","F"
70,252,888,"F","D","F"
2,250,943,"F","C","F"
4,250,943,"F","D","F"
53,251,902,"F","D","F"
56,251,901,"F","C","F"
45,251,917,"F","D","F"
35,251,925,"F","C","F"
37,251,924,"F","A","F"
14,251,936,"F","D","F"
38,251,924,"F","C","F"
36,250,925,"F","D","F"
24,250,930,"F","D","F"
23,250,930,"F","A","F"
16,250,935,"F","D","F"
29,250,928,"F","B","F"
73,252,880,"F","B","F"
55,251,901,"F","A","F"
49,251,914,"F","B","F"
64,252,891,"F","D","F"
66,252,891,"F","C","F"
27,251,928,"F","D","F"
60,252,895,"F","D","F"
21,251,932,"F","D","F"
80,252,871,"F","B","F"
40,252,922,"F","C","F"
59,251,898,"F","B","F"
69,252,888,"F","C","F"
9,250,940,"F","C","F"
26,251,928,"F","C","F"
0,250,947,"F","B","F"
12,251,937,"F","A","F"
32,251,926,"F","B","F"
54,252,901,"F","D","F"
6,250,942,"F","C","F"
39,251,923,"F","A","F"
63,251,892,"F","C","F"
30,250,927,"F","C","F"
42,250,920,"F","B","F"
72,252,881,"F","C","F"
33,251,925,"F","D","F"
75,252,877,"F","D","F"
50,251,910,"F","D","F"
48,250,915,"F","B","F"
58,252,898,"F","B","F"
76,252,877,"F","A","F"
7,250,941,"F","D","F"
46,251,916,"F","C","F"
18,251,933,"F","D","F"
5,250,943,"F","C","F"
17,251,934,"F","A","F"
52,251,903,"F","C","F"
78,252,875,"F","D","F"
13,250,937,"F","A","F"
65,252,891,"F","C","F"
28,251,928,"F","A","F"
74,251,880,"F","C","F"
71,252,882,"F","D","F"
41,251,920,"F","A","F"
11,250,939,"F","A","F"
15,250,936,"F","C","F"
57,251,899,"F","D","F"
47,252,915,"F","D","F"
25,251,929,"F","A","F"
51,251,904,"F","B","F"
43,251,918,"F","B","F"
8,250,940,"F","A","F"
53,251,899,"F","D","F"
3,250,942,"F","A","F"
6,250,939,"F","C","F"
65,252,867,"F","B","F"
51,252,899,"F","A","F"
30,251,923,"F","B","F"
43,251,911,"F","C","F"
35,251,916,"F","A","F"
56,252,891,"F","C","F"
59,252,890,"F","C","F"
44,251,910,"F","B","F"
1,250,945,"F","B","F"
50,251,901,"F","A","F"
11,250,935,"F","C","F"
36,251,916,"F","A","F"
28,250,924,"F","A","F"
18,251,930,"F","B","F"
14,251,933,"F","C","F"
64,252,872,"F","C","F"
17,251,931,"F","B","F"
33,251,919,"F","C","F"
9,250,937,"F","C","F"
10,250,935,"F","C","F"
41,252,911,"F","A","F"
34,250,918,"F","B","F"
22,251,927,"F","D","F"
55,251,893,"F","D","F"
24,251,925,"F","B","F"
7,250,938,"F","A","F"
23,250,927,"F","B","F"
32,251,921,"F","A","F"
40,251,912,"F","D","F"
66,252,865,"F","A","F"
31,252,922,"F","B","F"
48,251,906,"F","A","F"
0,250,945,"F","D","F"
47,251,907,"F","C","F"
