CUSTID,DATE,AMOUNT,NUMPURCHASE
102879,2019-01-08,11000,1
104140,2019-12-31,6000,1
102381,2019-10-28,2400,1
101121,2019-05-27,6980,1
100575,2019-08-30,20052,3
101275,2019-07-28,30550,3
102420,2019-12-28,14503,5
104378,2019-03-08,18000,1
100293,2019-01-29,53400,1
101501,2019-01-19,9000,1
105444,2019-07-24,7782,3
102168,2019-10-20,8616,1
100058,2019-02-12,13415,2
105570,2019-07-28,33300,1
103800,2019-10-05,4400,1
104221,2019-07-19,3937,2
104268,2019-07-14,6264,2
100012,2019-05-25,9130,3
103720,2019-12-03,4626,2
100672,2019-05-20,3040,1
100751,2019-09-30,5724,1
104609,2019-02-05,5984,1
102157,2019-09-24,9316,4
104251,2019-04-20,4417,3
104648,2019-03-30,13670,4
105740,2019-04-15,3720,1
103010,2019-11-12,4494,1
103461,2019-04-17,15325,3
101579,2019-03-11,18970,1
102979,2019-01-07,19800,3
102420,2019-02-01,9422,3
103074,2019-07-19,3348,1
103727,2019-06-22,7484,2
102924,2019-03-10,7540,2
100939,2019-04-09,3050,2
105734,2019-10-16,3970,2
105127,2019-04-18,48980,10
101460,2019-02-25,3373,2
103360,2019-04-13,5760,1
103361,2019-11-03,11880,2
101998,2019-01-20,3606,2
102800,2019-10-06,3090,2
102709,2019-12-04,20716,2
102542,2019-11-19,3670,2
105397,2019-05-08,3880,1
103025,2019-07-07,32197,4
103396,2019-12-18,10198,4
100633,2019-05-07,5100,2
105068,2019-02-13,10460,1
102686,2019-02-06,1350,1
100578,2019-07-10,3600,1
104587,2019-10-16,43020,1
104741,2019-12-17,4505,2
105744,2019-11-03,15780,3
101419,2019-05-25,3100,1
104031,2019-02-05,8333,2
100313,2019-02-25,18550,2
104396,2019-06-14,15348,3
100184,2019-02-07,4531,1
100859,2019-08-24,6600,1
101160,2019-12-12,5832,2
100600,2019-06-09,7200,1
104197,2019-03-20,49680,4
102371,2019-06-06,67240,3
105719,2019-10-07,3250,1
100754,2019-08-10,2430,1
105920,2019-12-03,7900,2
100045,2019-04-20,15600,1
104097,2019-05-18,3450,1
103084,2019-07-26,3744,2
101539,2019-02-06,26510,2
100672,2019-10-12,9040,3
102065,2019-03-12,5880,1
105749,2019-07-08,2930,1
100238,2019-08-14,7000,2
103747,2019-07-28,7634,2
105600,2019-09-21,5636,2
100883,2019-09-15,2300,1
105545,2019-11-24,6972,4
103738,2019-03-04,19300,1
101279,2019-02-03,4760,2
100371,2019-09-29,1056,1
105598,2019-06-23,19319,4
103461,2019-09-09,5549,3
101669,2019-10-01,16890,1
100111,2019-09-26,3424,1
102010,2019-04-24,4704,3
104273,2019-08-11,4200,1
102117,2019-06-30,7200,1
100601,2019-02-04,11530,3
100725,2019-06-17,7152,1
101456,2019-09-25,3280,1
100957,2019-12-23,2548,2
101657,2019-11-21,24219,1
101797,2019-04-16,20200,1
103595,2019-03-16,8940,1
101541,2019-04-23,2070,1
100713,2019-12-29,25441,4
105960,2019-09-23,7308,1
101375,2019-06-02,3625,1
104708,2019-12-12,15857,7
105959,2019-03-01,2258,1
102691,2019-12-14,3020,1
103048,2019-12-09,9044,2
100461,2019-03-13,22050,1
105443,2019-03-05,10622,4
105010,2019-02-23,3500,1
104487,2019-04-14,4380,1
101719,2019-03-03,4232,1
102681,2019-02-16,3231,1
104821,2019-07-25,24320,1
103285,2019-02-10,4689,3
102307,2019-08-27,3240,1
102841,2019-11-03,3600,1
104616,2019-05-19,4556,1
102857,2019-03-16,19071,2
102405,2019-06-09,23040,1
103806,2019-10-27,5211,2
103153,2019-11-24,10716,3
104855,2019-02-18,8320,2
102691,2019-01-19,3100,1
101244,2019-05-12,2220,1
104598,2019-10-05,26411,3
105128,2019-03-10,6340,3
101992,2019-10-27,3200,1
102039,2019-10-22,9076,4
104018,2019-12-08,15690,2
101167,2019-12-15,5554,2
102488,2019-05-15,5935,2
103501,2019-07-21,13700,3
100575,2019-10-05,10000,1
103881,2019-09-14,6465,4
102876,2019-08-27,6533,3
104776,2019-10-15,1275,1
104874,2019-09-04,9480,3
103670,2019-07-15,1310,1
105326,2019-05-04,3200,1
105676,2019-04-19,5046,2
104258,2019-11-07,8779,2
104826,2019-11-02,25600,1
105770,2019-04-09,5280,1
101202,2019-01-22,28350,1
104515,2019-03-22,8640,2
105395,2019-08-21,3856,2
102771,2019-02-06,26648,10
102197,2019-02-06,6360,1
103634,2019-08-18,4300,2
102501,2019-08-16,9300,1
103053,2019-03-31,3460,2
104101,2019-01-18,9724,6
102539,2019-03-19,11314,3
104018,2019-01-13,14647,4
100494,2019-08-15,3554,2
101167,2019-01-20,4188,1
104444,2019-09-21,32000,1
105052,2019-01-03,4827,3
102382,2019-07-30,1780,1
104341,2019-05-07,7000,1
100927,2019-12-05,6828,2
104464,2019-09-28,1000,1
103026,2019-02-09,3880,1
102990,2019-12-09,5815,1
100568,2019-07-30,7407,2
100513,2019-10-01,4086,2
102472,2019-07-10,7225,2
103369,2019-10-12,4850,2
103476,2019-12-18,13500,1
103872,2019-05-06,6360,1
102852,2019-02-25,7480,3
100055,2019-09-17,71200,2
102314,2019-04-28,5448,2
105427,2019-11-06,26188,3
101405,2019-06-03,22690,2
102798,2019-04-23,4050,2
104914,2019-05-17,2280,1
102800,2019-11-13,1989,1
105909,2019-06-01,1120,1
103404,2019-11-27,2880,1
104623,2019-08-17,2500,1
105185,2019-01-22,12584,3
101999,2019-02-02,13990,3
100501,2019-04-10,26971,6
101212,2019-10-27,3686,1
105071,2019-10-10,14880,1
104039,2019-01-14,2193,1
100321,2019-02-02,11580,2
101628,2019-06-30,3560,1
104881,2019-06-19,6150,1
104032,2019-10-02,4125,1
103820,2019-09-24,7640,1
103571,2019-08-03,5800,1
105120,2019-03-18,5845,2
103166,2019-10-23,6000,1
103307,2019-10-08,4360,2
103177,2019-07-03,7600,1
104963,2019-07-29,14200,1
100302,2019-12-10,7205,3
101427,2019-02-26,2150,1
105163,2019-03-03,7760,1
102354,2019-02-19,12210,2
100549,2019-07-11,8889,3
105820,2019-08-26,22640,3
101446,2019-10-13,31500,2
103082,2019-02-11,72600,12
104050,2019-08-23,2043,1
103031,2019-04-09,6250,3
101078,2019-01-14,5400,2
101185,2019-03-20,4800,1
104541,2019-07-23,8760,4
104298,2019-10-14,3960,1
102736,2019-12-15,3000,1
103589,2019-06-24,39140,4
103933,2019-03-21,5480,1
100382,2019-10-23,7821,4
102530,2019-12-24,103583,7
102018,2019-04-01,12001,2
105285,2019-12-28,8820,4
101916,2019-06-09,2800,1
100891,2019-05-26,8316,4
104226,2019-09-23,6400,2
100508,2019-10-11,4410,1
100554,2019-03-16,16185,3
102374,2019-09-30,5391,3
103915,2019-12-01,14811,3
102412,2019-09-23,3184,2
100849,2019-05-02,3100,1
104312,2019-11-11,3980,1
103677,2019-02-25,41440,5
104358,2019-04-16,5355,3
103679,2019-09-15,9300,1
101657,2019-12-28,2534,1
100685,2019-07-14,4181,2
100785,2019-02-13,20330,6
104571,2019-02-05,3180,1
102339,2019-02-10,4940,1
101282,2019-12-17,9900,1
100782,2019-08-25,8416,2
101719,2019-04-10,6795,4
102882,2019-05-19,7190,1
102936,2019-01-24,6156,2
103629,2019-04-12,6300,1
103352,2019-01-19,24900,1
100906,2019-08-11,3206,2
100812,2019-05-26,5130,2
101816,2019-11-02,23800,1
100360,2019-08-19,11299,3
105468,2019-12-03,4550,2
102063,2019-06-03,2262,1
102841,2019-12-10,2200,1
102508,2019-11-30,49950,4
101354,2019-02-13,13980,2
104197,2019-09-19,9135,3
105245,2019-02-19,4720,1
104505,2019-04-10,11200,1
102119,2019-09-21,4594,3
105762,2019-09-04,4385,1
101548,2019-12-29,23700,1
104087,2019-04-27,2980,2
103648,2019-09-23,20390,2
104442,2019-08-11,11540,1
100783,2019-04-20,29680,3
101026,2019-01-29,7375,2
101731,2019-06-27,14099,3
101483,2019-03-18,25821,2
104536,2019-08-01,6606,2
101834,2019-09-23,7960,1
104942,2019-01-23,52250,5
102581,2019-11-04,11110,3
102021,2019-02-13,3180,1
100020,2019-09-23,3168,1
103226,2019-09-17,3681,2
105598,2019-12-22,9515,4
103781,2019-05-29,4190,2
102010,2019-10-23,3490,1
103363,2019-08-24,6000,1
101450,2019-04-20,2506,2
100722,2019-05-26,2100,2
105780,2019-11-21,17138,5
102996,2019-06-15,3980,1
102941,2019-08-18,4530,2
101276,2019-06-05,6020,4
104435,2019-06-04,7477,1
102831,2019-12-24,3392,2
100939,2019-06-23,10133,5
104879,2019-06-06,2148,1
103125,2019-07-20,4975,2
102262,2019-01-29,3405,2
105514,2019-10-15,24830,5
103816,2019-01-26,7180,1
100005,2019-09-14,5200,1
103724,2019-10-12,4320,1
105396,2019-05-23,2472,2
103257,2019-02-13,4740,2
100752,2019-08-07,3880,1
105910,2019-05-18,2460,1
104261,2019-07-21,19800,1
100725,2019-01-21,6650,1
104555,2019-02-17,5940,2
100547,2019-06-01,5625,1
102741,2019-02-17,8900,1
103698,2019-07-30,13880,2
102336,2019-05-05,16060,4
105495,2019-05-04,12840,2
103048,2019-07-13,2016,1
104843,2019-12-23,3040,1
103532,2019-07-08,10956,3
100228,2019-10-09,3980,1
101930,2019-01-03,6840,1
104086,2019-02-16,2982,1
103541,2019-12-09,11760,1
100126,2019-12-17,14800,1
102678,2019-06-18,3528,1
101731,2019-11-19,8509,2
105735,2019-08-25,10540,3
104886,2019-12-08,6671,3
103626,2019-07-07,7180,2
100184,2019-04-21,4480,2
104374,2019-12-22,8400,1
105539,2019-06-10,31848,2
101065,2019-08-14,21205,2
103921,2019-08-25,2890,2
103223,2019-06-12,20900,1
101501,2019-08-25,12740,3
101002,2019-12-15,5600,1
105816,2019-03-13,3000,1
100340,2019-08-20,2670,1
105206,2019-05-14,59660,5
104002,2019-03-13,9055,3
102791,2019-11-19,25600,7
102641,2019-07-10,8769,3
103557,2019-03-03,4131,2
103559,2019-09-25,14770,3
100567,2019-09-08,12616,4
102437,2019-02-10,12070,3
105598,2019-08-20,3450,1
105326,2019-02-09,4900,1
103171,2019-07-18,2288,2
103800,2019-08-17,5490,1
100171,2019-08-29,6040,1
100759,2019-06-12,4770,1
100891,2019-06-16,1235,1
105893,2019-05-21,15280,7
102798,2019-12-23,2019,1
103107,2019-04-29,8930,1
100725,2019-08-14,5835,3
104555,2019-09-10,2400,1
105409,2019-10-09,6650,1
105742,2019-09-17,4240,1
104029,2019-11-30,5390,1
100501,2019-12-10,21434,3
105068,2019-11-20,17800,1
105191,2019-05-19,19395,2
104976,2019-06-28,13595,3
101780,2019-03-19,11640,5
103378,2019-12-09,5250,1
104381,2019-10-27,2700,1
103316,2019-04-17,15500,1
101820,2019-12-02,21300,3
100666,2019-02-17,3035,2
104723,2019-12-08,3390,2
101482,2019-02-06,3920,1
105396,2019-01-21,3682,2
100206,2019-07-08,6300,2
104564,2019-03-07,72872,4
101755,2019-02-23,18000,2
102800,2019-08-18,6230,2
103168,2019-01-23,5410,2
104961,2019-02-17,11880,1
100953,2019-06-01,6000,1
104247,2019-10-19,3669,2
105312,2019-03-19,11424,5
100244,2019-02-11,8100,1
100648,2019-12-29,3500,1
104445,2019-02-21,4542,1
103980,2019-03-01,13780,4
101105,2019-09-30,4163,2
104941,2019-06-03,3880,1
102785,2019-04-22,10760,1
103933,2019-11-21,5480,1
105689,2019-11-18,1980,1
100361,2019-12-01,3800,1
101618,2019-02-25,3180,1
105530,2019-02-17,3560,1
102869,2019-02-15,10260,1
100006,2019-01-07,23220,2
102513,2019-08-25,3875,1
104519,2019-05-29,8351,2
103563,2019-07-06,2923,1
102733,2019-06-11,5760,1
103701,2019-08-17,7960,1
103452,2019-04-22,6193,2
101647,2019-09-14,7600,1
102083,2019-08-14,11070,1
101839,2019-06-18,3250,1
101536,2019-06-30,2340,1
105699,2019-12-05,23813,5
104527,2019-12-03,6800,1
101136,2019-12-15,7760,2
100361,2019-01-06,10520,1
100382,2019-07-28,16560,1
101520,2019-10-26,8450,2
102420,2019-05-05,8400,1
105729,2019-09-06,4548,2
101768,2019-12-17,32000,1
105456,2019-06-23,12939,4
102374,2019-07-03,14294,2
102826,2019-06-30,4020,2
104815,2019-03-10,41375,7
102310,2019-09-04,2850,1
102112,2019-10-31,22640,1
104075,2019-06-05,6080,2
104087,2019-12-27,1400,1
104299,2019-03-14,6347,3
103560,2019-01-18,9455,4
104009,2019-08-03,3791,2
104527,2019-01-08,11964,3
105010,2019-01-03,4637,2
102331,2019-01-13,5240,1
105033,2019-07-25,10743,5
100923,2019-05-15,76038,4
105342,2019-10-15,10875,1
103629,2019-01-17,4028,1
100624,2019-03-19,31000,1
101465,2019-02-02,42408,6
104672,2019-08-18,10500,2
101517,2019-03-03,8800,1
101559,2019-09-25,13830,2
105468,2019-09-08,6513,1
103369,2019-01-14,8051,2
102840,2019-02-25,20940,1
100184,2019-05-11,9470,3
104467,2019-06-12,14376,2
105376,2019-11-06,9860,2
103665,2019-09-22,4100,1
101099,2019-06-15,7314,5
105214,2019-05-05,14230,2
102279,2019-11-18,4638,2
103712,2019-09-17,3560,1
102149,2019-04-28,73630,3
103959,2019-04-18,19684,3
105264,2019-06-14,13175,4
102119,2019-06-26,6136,2
105762,2019-06-09,8154,1
105778,2019-12-31,16000,1
102748,2019-12-24,3140,1
105406,2019-02-09,5500,1
104604,2019-05-19,2720,1
102038,2019-02-12,53900,1
102146,2019-11-08,4596,2
100887,2019-12-29,4780,2
104018,2019-10-20,3728,2
100480,2019-02-05,5797,3
103435,2019-06-20,5918,2
100067,2019-06-23,7890,2
100418,2019-12-28,12480,2
102437,2019-03-17,4800,1
102446,2019-10-07,19215,4
102915,2019-03-12,19900,1
100959,2019-02-25,32460,6
103116,2019-10-28,22950,1
101208,2019-11-06,4800,1
100074,2019-03-04,2076,1
102793,2019-07-08,9382,5
103458,2019-12-09,1240,1
102351,2019-02-19,2496,1
105279,2019-08-31,10024,3
102697,2019-02-16,12640,3
104120,2019-11-07,3276,1
101541,2019-07-27,5110,2
100281,2019-02-26,4842,2
102684,2019-08-28,5640,3
105447,2019-06-19,9304,2
100226,2019-04-29,10903,2
104239,2019-05-27,8239,1
100824,2019-06-03,9299,3
103087,2019-09-22,9900,1
105033,2019-12-17,3980,1
101730,2019-12-29,20355,8
102485,2019-12-24,5460,2
105514,2019-07-20,7470,2
100261,2019-06-12,4251,3
101810,2019-01-27,19450,5
101918,2019-10-23,7796,5
100906,2019-10-08,12430,1
102207,2019-01-05,3456,1
104867,2019-09-23,11843,2
105396,2019-02-28,4096,1
105910,2019-02-23,2850,2
102408,2019-03-01,4530,1
105915,2019-09-13,21760,2
103762,2019-05-09,2622,1
103761,2019-01-02,20940,1
103458,2019-01-14,4454,2
101403,2019-05-11,14070,4
103682,2019-07-07,4230,2
105188,2019-06-24,7360,1
103120,2019-09-10,2875,2
102592,2019-02-03,3600,1
104399,2019-10-23,6200,1
101743,2019-05-18,8000,1
105071,2019-08-22,19357,2
105495,2019-02-09,3280,1
105725,2019-12-31,33966,8
102529,2019-06-04,4300,1
102485,2019-01-29,39600,1
104942,2019-03-20,10730,3
102410,2019-03-27,5646,4
105552,2019-10-05,2200,1
103261,2019-10-07,3490,2
100929,2019-06-03,8110,5
101313,2019-07-10,3280,1
105173,2019-12-29,3586,3
105916,2019-05-08,5440,1
101257,2019-02-23,10800,1
101427,2019-01-06,2700,1
103687,2019-03-02,3180,1
101309,2019-03-04,3300,2
105209,2019-09-09,12883,4
105156,2019-10-03,20222,3
103157,2019-05-05,18862,3
102547,2019-04-25,13065,1
102697,2019-07-08,12086,4
102189,2019-07-08,3880,1
101279,2019-01-22,9400,3
101122,2019-06-01,8951,3
101626,2019-06-17,4610,1
102420,2019-06-12,9480,2
102117,2019-06-17,1950,1
102468,2019-12-22,7385,1
102374,2019-08-10,4310,1
102411,2019-01-13,5860,2
104218,2019-10-01,7061,2
105571,2019-08-02,3097,1
105314,2019-01-19,3980,1
102612,2019-03-09,8330,2
103214,2019-12-14,5080,1
102754,2019-09-16,2232,1
100055,2019-12-21,23270,2
100948,2019-07-18,7080,1
104194,2019-12-04,16416,1
101242,2019-02-14,9404,3
100542,2019-07-24,3108,2
101443,2019-04-10,23870,1
103564,2019-09-15,6100,1
104009,2019-09-10,4553,2
101934,2019-03-10,7120,1
100081,2019-01-17,6869,2
105742,2019-04-21,5580,1
102045,2019-11-28,12276,4
105093,2019-03-09,36101,5
103939,2019-04-18,55018,2
105068,2019-06-24,24280,2
101803,2019-07-04,1018,1
101824,2019-07-16,8800,1
103027,2019-01-08,44750,1
103378,2019-07-13,14340,1
103285,2019-01-29,3278,1
100342,2019-11-10,4662,1
101316,2019-05-22,10512,2
100057,2019-07-11,10961,1
105468,2019-10-15,10520,2
100184,2019-06-18,13130,4
103820,2019-12-28,4138,2
101455,2019-06-08,1130,1
104852,2019-12-18,3518,2
105868,2019-05-18,26530,4
105214,2019-06-12,16135,3
103724,2019-01-14,2785,2
104194,2019-01-09,9540,1
100296,2019-04-10,3880,1
105453,2019-03-11,6750,3
102645,2019-09-17,3808,2
103042,2019-08-27,5550,1
100487,2019-12-07,3781,1
103243,2019-10-23,4400,2
102665,2019-07-18,4390,2
100527,2019-03-07,2350,1
101850,2019-09-21,8700,1
104634,2019-03-27,2660,1
104135,2019-06-25,8950,2
101110,2019-11-24,20380,4
104486,2019-12-30,8380,2
102027,2019-11-29,4308,1
102437,2019-04-24,13635,3
105839,2019-10-31,21827,2
102821,2019-10-17,4812,2
100058,2019-03-06,9800,1
103465,2019-04-28,4146,3
104771,2019-03-02,5256,2
100353,2019-04-24,7300,2
105376,2019-01-18,7581,2
105884,2019-01-13,10781,3
100848,2019-01-16,4770,1
103183,2019-06-02,38100,6
104120,2019-12-14,4000,1
105153,2019-12-30,10680,1
104652,2019-02-16,16040,4
100887,2019-03-09,4346,3
103688,2019-05-23,70506,5
103516,2019-09-25,12509,7
104589,2019-06-17,3200,1
103433,2019-11-23,3900,2
101719,2019-07-14,5584,3
101818,2019-01-04,19525,4
100985,2019-02-27,21250,3
100988,2019-09-17,4062,1
103372,2019-01-01,2470,1
102397,2019-09-07,3980,1
101482,2019-04-20,3800,2
100705,2019-06-24,4670,2
102012,2019-11-20,10200,2
102408,2019-04-08,6204,2
100103,2019-05-08,5250,1
103566,2019-11-17,9806,2
104312,2019-03-20,8953,2
104141,2019-08-09,3360,1
105185,2019-01-09,5760,1
105260,2019-04-09,12387,2
101146,2019-12-09,1340,1
100040,2019-09-09,9555,1
104399,2019-11-30,6360,1
105762,2019-12-08,9658,4
102140,2019-06-03,6453,2
105253,2019-12-29,4800,1
103446,2019-04-09,5488,1
101265,2019-08-06,13029,5
101688,2019-08-28,5268,2
102235,2019-12-15,8837,2
100933,2019-12-01,10157,3
101176,2019-09-10,4262,2
102879,2019-06-26,14296,9
105735,2019-07-05,19260,2
102485,2019-03-04,2456,2
103317,2019-02-26,5605,2
104942,2019-04-27,6632,2
104425,2019-08-21,11670,2
100929,2019-07-10,8196,2
105872,2019-06-12,3060,1
102213,2019-02-21,8651,1
100780,2019-02-18,3828,1
101427,2019-02-13,6450,2
105317,2019-01-28,30894,4
102180,2019-02-08,3232,1
103701,2019-10-31,5805,3
105458,2019-04-08,7580,3
104609,2019-07-23,2609,1
103157,2019-06-12,3690,1
103614,2019-06-07,16186,5
102642,2019-12-12,8035,1
104344,2019-03-06,12287,3
105045,2019-08-26,6720,2
102999,2019-03-18,4280,1
103444,2019-03-13,2900,1
105144,2019-12-30,6880,2
101798,2019-12-16,13680,3
105890,2019-05-01,19041,2
103348,2019-05-11,4505,2
101626,2019-07-24,6905,2
104576,2019-08-25,12000,1
100303,2019-03-10,1153,1
104373,2019-02-25,18352,1
102372,2019-02-27,14900,1
105524,2019-09-14,1752,1
100559,2019-07-17,7670,2
103800,2019-04-28,3480,2
103807,2019-11-18,4490,1
100302,2019-01-02,6360,1
105771,2019-04-15,3280,1
103720,2019-06-26,7362,1
102557,2019-06-19,27268,3
105366,2019-07-03,5340,3
105244,2019-06-11,113962,3
101140,2019-05-29,2290,1
104196,2019-01-14,15276,4
101999,2019-06-13,47140,4
102643,2019-12-30,45000,1
105294,2019-06-12,7650,2
103494,2019-12-20,11400,1
105494,2019-01-18,6000,1
105641,2019-01-04,4080,2
102530,2019-01-16,65600,1
103233,2019-11-11,10500,1
105939,2019-07-13,3784,3
101033,2019-03-24,6206,3
103527,2019-06-07,2731,2
100065,2019-06-20,31730,2
103680,2019-01-18,4110,2
101222,2019-07-07,4186,1
103727,2019-01-13,29640,2
105277,2019-03-18,4800,1
105735,2019-11-29,7125,1
104892,2019-11-27,4890,1
102389,2019-12-02,19700,1
105679,2019-07-10,3400,1
104848,2019-07-03,3569,2
103223,2019-09-16,4740,4
100719,2019-09-18,20340,5
100100,2019-08-03,12860,2
100544,2019-07-08,3880,1
103660,2019-11-09,1590,1
104097,2019-11-04,1170,1
102709,2019-06-27,18626,3
104851,2019-03-02,4160,2
102696,2019-08-11,6200,1
102665,2019-08-25,2750,1
104595,2019-03-09,1080,1
103025,2019-01-30,9000,1
103443,2019-07-04,1178,1
100511,2019-11-06,3200,1
104339,2019-03-16,3106,2
105389,2019-01-29,2250,1
102641,2019-10-14,5190,3
104891,2019-11-17,2644,2
103435,2019-09-02,2250,1
102828,2019-03-04,7480,1
101105,2019-06-09,13330,3
105596,2019-05-19,8954,2
100570,2019-03-31,6000,1
103917,2019-01-10,7304,4
103123,2019-04-22,2958,2
103776,2019-03-25,17950,3
100978,2019-08-07,6536,4
102391,2019-07-29,14064,3
104285,2019-03-03,20825,4
100554,2019-07-27,22425,1
101408,2019-08-26,19510,2
104263,2019-02-15,7218,3
102957,2019-04-09,2790,2
104617,2019-06-26,22460,2
102744,2019-09-12,10757,1
103084,2019-02-17,25189,6
102146,2019-02-27,4500,1
102489,2019-10-30,47247,13
105117,2019-06-11,8100,1
101733,2019-07-13,3348,1
105545,2019-06-15,3399,1
105598,2019-01-14,4451,3
104184,2019-10-12,2020,1
103069,2019-02-20,16500,1
100811,2019-03-15,3740,2
104867,2019-12-05,12423,1
100508,2019-03-27,3377,2
103756,2019-01-01,1190,1
100360,2019-12-30,5940,1
102259,2019-07-28,12000,1
102826,2019-03-09,6600,2
103916,2019-12-07,6768,1
100547,2019-05-20,43170,3
104120,2019-02-26,3980,1
100642,2019-09-28,7305,3
104623,2019-09-11,3300,1
104029,2019-04-24,25718,7
103096,2019-06-01,8400,2
100287,2019-05-17,10000,1
101265,2019-09-13,1482,1
103587,2019-05-01,4800,1
100582,2019-07-03,22200,1
104531,2019-04-09,1760,1
100373,2019-07-05,4376,2
101679,2019-05-11,5010,2
105841,2019-03-28,3310,1
104130,2019-08-10,11950,1
104942,2019-06-02,14944,4
104948,2019-12-24,47935,3
103281,2019-11-25,19063,2
103394,2019-08-15,18271,5
101568,2019-02-27,4911,2
101312,2019-03-02,8743,5
105427,2019-01-05,8712,1
100151,2019-02-05,3250,1
102308,2019-10-08,18620,3
104958,2019-01-23,4006,2
103806,2019-05-18,2415,1
105264,2019-02-25,7120,1
101940,2019-01-09,5025,2
103901,2019-11-30,9008,1
103053,2019-09-17,4126,2
101273,2019-11-30,3280,1
103090,2019-10-16,30240,2
104092,2019-02-12,4860,2
105640,2019-06-16,16744,2
102778,2019-06-04,3880,1
103982,2019-06-18,4950,1
103400,2019-04-10,11920,4
100303,2019-04-17,8495,3
100331,2019-11-07,14966,6
100964,2019-06-04,4954,1
100939,2019-11-02,19100,5
102620,2019-03-25,3160,1
102918,2019-06-13,84202,19
100559,2019-08-24,3781,2
103316,2019-12-30,5760,1
102262,2019-06-08,3180,1
103198,2019-01-16,2330,2
100004,2019-07-03,11573,5
100054,2019-08-13,2790,1
100704,2019-06-01,3250,1
101904,2019-08-23,5070,1
102288,2019-03-24,3570,1
105566,2019-03-16,13604,4
102703,2019-12-07,5500,1
105909,2019-11-19,2400,1
104620,2019-07-13,2000,1
104803,2019-08-19,8900,1
104196,2019-02-21,3108,1
105742,2019-07-03,5770,2
104943,2019-01-14,21800,1
100494,2019-03-06,2525,2
100329,2019-05-22,1130,1
103791,2019-05-09,3548,2
105055,2019-02-16,10850,2
105144,2019-03-10,4227,2
103689,2019-07-17,5820,1
103971,2019-04-24,8774,2
100415,2019-05-04,15520,1
104977,2019-11-04,9210,3
105556,2019-04-09,11850,3
102433,2019-11-11,20160,2
105230,2019-04-30,6614,3
103122,2019-10-02,4432,2
105422,2019-02-02,11270,3
105423,2019-08-24,3980,1
100355,2019-02-13,26800,2
105018,2019-11-12,3728,1
101603,2019-11-20,14785,2
101406,2019-07-16,3231,1
104868,2019-07-03,6300,1
102800,2019-06-04,2387,1
102820,2019-12-26,7136,2
103413,2019-11-10,3290,1
102806,2019-05-12,10150,3
104097,2019-12-11,19526,3
104650,2019-02-13,10560,3
101188,2019-02-26,11640,1
103565,2019-07-24,12000,1
102439,2019-03-03,6500,1
105071,2019-05-01,8490,1
101685,2019-12-30,3180,1
101850,2019-12-03,3603,2
102562,2019-05-08,5940,1
100454,2019-07-21,6385,1
101628,2019-01-21,3960,1
104523,2019-07-04,23510,4
101176,2019-04-14,5200,2
102437,2019-07-06,1980,1
103933,2019-09-07,6890,4
100978,2019-09-14,6561,3
101559,2019-02-19,7438,2
101562,2019-09-09,3800,1
105468,2019-02-02,8687,5
102018,2019-09-19,3781,1
103337,2019-04-20,3120,1
104678,2019-12-16,5700,2
104285,2019-04-10,43141,11
100809,2019-02-05,9000,1
104858,2019-10-27,6120,3
101361,2019-10-06,104570,7
104745,2019-06-03,10640,2
102820,2019-01-31,8790,4
103183,2019-08-16,79130,4
103056,2019-09-20,5390,1
100037,2019-02-16,2920,1
105656,2019-10-06,7060,2
104644,2019-06-28,9800,1
101592,2019-09-03,1980,1
101289,2019-09-15,33483,6
103418,2019-10-20,4314,1
103881,2019-03-25,4018,2
100417,2019-02-05,5895,1
104170,2019-05-18,37420,6
100171,2019-06-03,4306,2
101062,2019-03-06,2320,1
100181,2019-12-25,27926,4
102612,2019-05-11,3900,1
101959,2019-06-08,2875,2
102462,2019-01-02,7960,1
105621,2019-01-01,4680,3
103720,2019-07-21,3876,2
102288,2019-03-12,3980,1
100685,2019-07-28,3080,2
102314,2019-10-02,5040,2
104261,2019-11-20,23760,1
101085,2019-08-27,2770,1
105068,2019-08-26,34440,2
105642,2019-08-21,16800,1
105939,2019-08-08,19665,1
101687,2019-11-04,16533,4
101175,2019-08-07,14260,3
103433,2019-06-15,4338,3
104881,2019-11-25,13560,2
103898,2019-06-10,3470,3
104278,2019-03-19,3100,1
102922,2019-08-18,15525,2
100513,2019-04-12,7012,3
104892,2019-12-22,17750,5
100514,2019-11-02,40680,2
105468,2019-12-17,7960,1
103317,2019-08-13,2900,1
105461,2019-05-27,3150,2
100561,2019-10-29,15225,2
100608,2019-10-24,3400,1
103921,2019-12-24,9000,1
102869,2019-10-16,8920,2
105577,2019-10-13,4770,1
105915,2019-05-12,35600,2
102371,2019-12-19,25160,8
102800,2019-05-24,2600,1
103002,2019-02-14,24276,2
105462,2019-10-05,9848,2
105317,2019-07-15,19678,2
102180,2019-07-27,1550,1
103082,2019-07-17,31818,6
104408,2019-11-14,16838,8
104640,2019-09-18,5330,2
104501,2019-04-14,4380,1
105747,2019-09-08,3072,1
104567,2019-11-16,23793,7
105071,2019-04-21,49400,2
100881,2019-02-16,4645,2
100454,2019-07-09,28580,3
100221,2019-12-01,3800,1
100361,2019-09-07,3200,1
102931,2019-11-03,15379,5
104024,2019-06-11,10984,2
100234,2019-11-05,5700,2
103756,2019-12-23,3295,1
105719,2019-05-25,7360,1
100754,2019-03-28,2652,1
100848,2019-03-18,4650,1
100396,2019-06-11,29072,3
102083,2019-05-20,9073,2
