タイムスタンプ,ロットID,idx,温度,振動
2025-02-04 20:52:20,29,123,209.015,0.581
2025-02-04 20:52:30,29,124,210.005,0.405
2025-02-04 20:52:40,29,125,210.675,0.395
2025-02-04 20:52:50,29,126,210.091,0.437
2025-02-04 20:53:00,29,127,210.009,0.499
2025-02-04 20:53:10,29,128,210.651,0.591
2025-02-04 20:53:20,29,129,210.821,0.369
2025-02-04 20:53:30,29,130,210.341,0.492
2025-02-04 20:53:40,29,131,210.798,0.525
2025-02-04 20:53:50,29,132,211.740,0.499
2025-02-04 20:54:00,29,133,210.891,0.421
2025-02-04 20:54:10,29,134,210.217,0.443
2025-02-04 20:54:20,29,135,211.297,0.577
2025-02-04 20:54:30,29,136,210.097,0.312
2025-02-04 20:54:40,29,137,210.055,0.561
2025-02-04 20:54:50,29,138,209.676,0.390
2025-02-04 20:55:00,29,139,210.346,0.526
2025-02-04 20:55:10,29,140,209.707,0.545
2025-02-04 20:55:20,29,141,210.122,0.440
2025-02-04 20:55:30,29,142,210.885,0.497
2025-02-04 20:55:40,29,143,209.474,0.594
2025-02-04 20:55:50,29,144,210.121,0.447
2025-02-04 20:56:00,29,145,210.174,0.487
2025-02-04 20:56:10,29,146,210.561,0.571
2025-02-04 20:56:20,29,147,210.745,0.531
2025-02-04 20:56:30,29,148,209.541,0.584
2025-02-04 20:56:40,29,149,210.090,0.559
2025-02-04 20:56:50,29,150,211.469,0.510
2025-02-04 20:57:00,29,151,211.572,0.521
2025-02-04 20:57:10,29,152,211.122,0.456
2025-02-04 20:57:20,29,153,209.906,0.430
2025-02-04 20:57:30,29,154,209.419,0.401
2025-02-04 20:57:40,29,155,211.449,0.604
2025-02-04 20:57:50,29,156,209.868,0.507
2025-02-04 20:58:00,29,157,209.403,0.493
2025-02-04 20:58:10,29,158,210.181,0.459
2025-02-04 20:58:20,29,159,210.370,0.492
2025-02-04 20:58:30,29,160,210.388,0.562
2025-02-04 20:58:40,29,161,210.066,0.385
2025-02-04 20:58:50,29,162,211.225,0.433
2025-02-04 20:59:00,29,163,211.442,0.567
2025-02-04 20:59:10,29,164,210.387,0.466
2025-02-04 20:59:20,29,165,209.970,0.441
2025-02-04 20:59:30,29,166,210.876,0.519
2025-02-04 20:59:40,29,167,210.175,0.519
2025-02-04 20:59:50,29,168,211.642,0.610
2025-02-04 21:00:00,29,169,210.423,0.431
2025-02-04 21:00:10,29,170,209.481,0.558
2025-02-04 21:00:20,29,171,210.911,0.488
2025-02-04 21:00:30,29,172,210.112,0.579
2025-02-04 21:00:40,29,173,210.240,0.593
2025-02-04 21:00:50,29,174,209.819,0.477
2025-02-04 21:01:00,29,175,210.947,0.489
2025-02-04 21:01:10,29,176,210.482,0.475
2025-02-04 21:01:20,29,177,210.767,0.345
2025-02-04 21:01:30,29,178,210.140,0.554
2025-02-04 21:01:40,29,179,210.143,0.455
2025-02-04 21:01:50,29,180,210.912,0.563
2025-02-04 21:02:00,29,181,211.447,0.508
2025-02-04 21:02:10,29,182,210.310,0.537
2025-02-04 21:02:20,29,183,210.721,0.623
2025-02-04 21:02:30,29,184,209.967,0.447
2025-02-04 21:02:40,29,185,211.037,0.551
2025-02-04 21:02:50,29,186,210.742,0.535
2025-02-04 21:03:00,29,187,210.533,0.572
2025-02-04 21:03:10,29,188,207.930,0.511
2025-02-04 21:03:20,29,189,210.741,0.228
2025-02-04 21:03:30,29,190,210.552,0.506
2025-02-04 21:03:40,29,191,210.678,0.687
2025-02-04 21:03:50,29,192,211.269,0.422
2025-02-04 21:04:00,29,193,210.874,0.545
2025-02-04 21:04:10,29,194,210.376,0.404
2025-02-04 21:04:20,29,195,211.319,0.386
2025-02-04 21:04:30,29,196,209.698,0.567
2025-02-04 21:04:40,29,197,209.991,0.515
2025-02-04 21:04:50,29,198,210.592,0.549
2025-02-04 21:05:00,29,199,210.705,0.486
2025-02-04 21:05:10,29,200,209.182,0.482
2025-02-04 21:05:20,29,201,210.763,0.546
2025-02-04 21:05:30,29,202,210.625,0.517
2025-02-04 21:05:40,29,203,210.966,0.518
2025-02-04 21:05:50,29,204,211.022,0.467
2025-02-04 21:06:00,29,205,211.448,0.488
2025-02-04 21:06:10,29,206,210.899,0.452
2025-02-04 21:06:20,29,207,211.324,0.542
2025-02-04 21:06:30,29,208,209.292,0.493
2025-02-04 21:06:40,29,209,210.612,0.526
2025-02-04 21:06:50,29,210,210.655,0.488
2025-02-04 21:07:00,29,211,208.818,0.649
2025-02-04 21:07:10,29,212,209.781,0.544
2025-02-04 21:07:20,29,213,210.344,0.396
2025-02-04 21:07:30,29,214,210.368,0.688
2025-02-04 21:07:40,29,215,209.883,0.500
2025-02-04 21:07:50,29,216,211.122,0.625
2025-02-04 21:08:00,29,217,209.169,0.506
2025-02-04 21:08:10,29,218,210.418,0.417
2025-02-04 21:08:20,29,219,209.853,0.698
2025-02-04 21:08:30,29,220,209.733,0.581
2025-02-04 21:08:40,29,221,210.135,0.520
2025-02-04 21:08:50,29,222,210.962,0.510
2025-02-04 21:09:00,29,223,209.445,0.481
2025-02-04 21:09:10,29,224,210.147,0.527
2025-02-04 21:09:20,29,225,211.011,0.519
2025-02-04 21:09:30,29,226,211.650,0.329
2025-02-04 21:09:40,29,227,210.009,0.542
2025-02-04 21:09:50,29,228,210.073,0.476
2025-02-04 21:10:00,29,229,211.103,0.460
2025-02-04 21:10:10,29,230,210.121,0.536
2025-02-04 21:10:20,29,231,210.401,0.463
2025-02-04 21:10:30,29,232,210.768,0.534
2025-02-04 21:10:40,29,233,209.889,0.488
2025-02-04 21:10:50,29,234,209.598,0.494
2025-02-04 21:11:00,29,235,210.368,0.527
2025-02-04 21:11:10,29,236,211.337,0.487
2025-02-04 21:11:20,29,237,210.736,0.558
2025-02-04 21:11:30,29,238,210.451,0.572
2025-02-04 21:11:40,29,239,210.738,0.579
2025-02-04 21:11:50,29,240,209.801,0.485
2025-02-04 21:12:00,29,241,210.892,0.506
2025-02-04 21:12:10,29,242,211.190,0.556
2025-02-04 21:12:20,29,243,210.486,0.529
2025-02-04 21:12:30,29,244,210.847,0.494
2025-02-04 21:12:40,29,245,210.091,0.493
2025-02-04 21:12:50,29,246,210.666,0.402
2025-02-04 21:13:00,29,247,211.420,0.627
2025-02-04 21:13:10,29,248,211.342,0.403
2025-02-04 21:13:20,29,249,209.647,0.425
2025-02-04 21:13:30,29,250,210.987,0.350
2025-02-04 21:13:40,29,251,210.219,0.462
2025-02-04 21:13:50,29,252,209.998,0.545
2025-02-04 21:14:00,29,253,210.623,0.616
2025-02-04 21:14:10,29,254,209.441,0.450
2025-02-04 21:14:20,29,255,210.541,0.550
2025-02-04 21:14:30,29,256,210.310,0.636
2025-02-04 21:14:40,29,257,211.569,0.531
2025-02-04 21:14:50,29,258,209.833,0.470
2025-02-04 21:15:00,29,259,210.123,0.524
2025-02-04 21:15:10,29,260,209.872,0.513
2025-02-04 21:15:20,29,261,208.922,0.514
2025-02-04 21:15:30,29,262,210.588,0.599
2025-02-04 21:15:40,29,263,209.999,0.448
2025-02-04 21:15:50,29,264,210.978,0.456
2025-02-04 21:16:00,29,265,211.155,0.316
2025-02-04 21:16:10,29,266,211.785,0.542
2025-02-04 21:16:20,29,267,211.520,0.613
2025-02-04 21:16:30,29,268,211.493,0.454
2025-02-04 21:16:40,29,269,210.896,0.536
2025-02-04 21:16:50,29,270,209.745,0.508
2025-02-04 21:17:00,29,271,209.846,0.547
2025-02-04 21:17:10,29,272,210.452,0.619
2025-02-04 21:17:20,29,273,208.704,0.534
2025-02-04 21:17:30,29,274,211.021,0.355
2025-02-04 21:17:40,29,275,210.651,0.589
2025-02-04 21:17:50,29,276,210.866,0.521
2025-02-04 21:18:00,29,277,211.110,0.425
2025-02-04 21:18:10,29,278,210.915,0.496
2025-02-04 21:18:20,29,279,211.592,0.445
2025-02-04 21:18:30,29,280,209.781,0.570
2025-02-04 21:18:40,29,281,210.161,0.501
2025-02-04 21:18:50,29,282,209.684,0.583
2025-02-04 21:19:00,29,283,209.473,0.496
2025-02-04 21:19:10,29,284,211.366,0.465
2025-02-04 21:19:20,29,285,210.236,0.482
2025-02-04 21:19:30,29,286,210.576,0.411
2025-02-04 21:19:40,29,287,209.555,0.485
2025-02-04 21:19:50,29,288,208.880,0.432
2025-02-04 21:20:00,29,289,211.216,0.476
2025-02-04 21:20:10,29,290,210.851,0.540
2025-02-04 21:20:20,29,291,209.880,0.513
2025-02-04 21:20:30,29,292,210.770,0.439
2025-02-04 21:20:40,29,293,211.217,0.523
2025-02-04 21:20:50,29,294,211.625,0.389
2025-02-04 21:21:00,29,295,209.921,0.498
2025-02-04 21:21:10,29,296,211.372,0.709
2025-02-04 21:21:20,29,297,210.052,0.418
2025-02-04 21:21:30,29,298,210.816,0.560
2025-02-04 21:21:40,29,299,210.796,0.468
2025-02-04 21:21:50,29,300,210.422,0.560
2025-02-04 21:22:00,29,301,210.866,0.487
2025-02-04 21:22:10,29,302,210.459,0.554
2025-02-04 21:22:20,29,303,211.247,0.523
2025-02-04 21:22:30,29,304,211.093,0.557
2025-02-04 21:22:40,29,305,210.653,0.480
2025-02-04 21:22:50,29,306,210.454,0.570
2025-02-04 21:23:00,29,307,211.019,0.406
2025-02-04 21:23:10,29,308,210.498,0.452
2025-02-04 21:23:20,29,309,210.009,0.529
2025-02-04 21:23:30,29,310,210.280,0.597
2025-02-04 21:23:40,29,311,210.692,0.567
2025-02-04 21:23:50,29,312,210.629,0.626
2025-02-04 21:24:00,29,313,209.685,0.467
2025-02-04 21:24:10,29,314,211.082,0.528
2025-02-04 21:24:20,29,315,210.978,0.447
2025-02-04 21:24:30,29,316,211.311,0.571
2025-02-04 21:24:40,29,317,209.750,0.537
2025-02-04 21:24:50,29,318,210.319,0.528
2025-02-04 21:25:00,29,319,210.819,0.510
2025-02-04 21:25:10,29,320,211.396,0.432
2025-02-04 21:25:20,29,321,210.568,0.567
2025-02-04 21:25:30,29,322,210.386,0.492
2025-02-04 21:25:40,29,323,209.901,0.544
2025-02-04 21:25:50,29,324,210.311,0.407
2025-02-04 21:26:00,29,325,211.433,0.585
2025-02-04 21:26:10,29,326,211.645,0.490
2025-02-04 21:26:20,29,327,211.478,0.416
2025-02-04 21:26:30,29,328,211.059,0.489
2025-02-04 21:26:40,29,329,210.360,0.508
2025-02-04 21:26:50,29,330,211.608,0.508
2025-02-04 21:27:00,29,331,209.515,0.433
2025-02-04 21:27:10,29,332,209.101,0.594
2025-02-04 21:27:20,29,333,210.260,0.413
2025-02-04 21:27:30,29,334,210.806,0.498
2025-02-04 21:27:40,29,335,210.625,0.504
2025-02-04 21:27:50,29,336,211.077,0.274
2025-02-04 21:28:00,29,337,209.825,0.403
2025-02-04 21:28:10,29,338,211.071,0.438
2025-02-04 21:28:20,29,339,210.929,0.472
2025-02-04 21:28:30,29,340,210.981,0.587
2025-02-04 21:28:40,29,341,210.756,0.630
2025-02-04 21:28:50,29,342,210.504,0.414
2025-02-04 21:29:00,29,343,210.024,0.428
2025-02-04 21:29:10,29,344,211.383,0.461
2025-02-04 21:29:20,29,345,209.649,0.458
2025-02-04 21:29:30,29,346,209.857,0.571
2025-02-04 21:29:40,29,347,210.496,0.473
2025-02-04 21:29:50,29,348,209.604,0.621
2025-02-04 21:30:00,29,349,210.251,0.513
2025-02-04 21:30:10,29,350,210.553,0.512
2025-02-04 21:30:20,29,351,209.875,0.408
2025-02-04 21:30:30,29,352,210.814,0.456
2025-02-04 21:30:40,29,353,210.274,0.439
2025-02-04 21:30:50,29,354,210.807,0.449
2025-02-04 23:35:00,30,1,198.569,0.489
2025-02-04 23:35:10,30,2,198.892,0.563
2025-02-04 23:35:20,30,3,198.267,0.371
2025-02-04 23:35:30,30,4,199.116,0.417
2025-02-04 23:35:40,30,5,199.992,0.468
2025-02-04 23:35:50,30,6,198.981,0.460
2025-02-04 23:36:00,30,7,198.081,0.537
2025-02-04 23:36:10,30,8,197.388,0.540
2025-02-04 23:36:20,30,9,199.714,0.537
2025-02-04 23:36:30,30,10,199.035,0.379
2025-02-04 23:36:40,30,11,199.147,0.657
2025-02-04 23:36:50,30,12,197.299,0.582
2025-02-04 23:37:00,30,13,199.034,0.562
2025-02-04 23:37:10,30,14,197.709,0.471
2025-02-04 23:37:20,30,15,198.888,0.457
2025-02-04 23:37:30,30,16,197.893,0.496
2025-02-04 23:37:40,30,17,198.056,0.582
2025-02-04 23:37:50,30,18,198.428,0.555
2025-02-04 23:38:00,30,19,198.065,0.538
2025-02-04 23:38:10,30,20,198.845,0.488
2025-02-04 23:38:20,30,21,198.953,0.444
2025-02-04 23:38:30,30,22,199.654,0.410
2025-02-04 23:38:40,30,23,199.361,0.449
2025-02-04 23:38:50,30,24,198.269,0.541
2025-02-04 23:39:00,30,25,198.759,0.445
2025-02-04 23:39:10,30,26,199.660,0.568
2025-02-04 23:39:20,30,27,197.962,0.514
2025-02-04 23:39:30,30,28,198.423,0.466
2025-02-04 23:39:40,30,29,197.739,0.606
2025-02-04 23:39:50,30,30,198.115,0.504
2025-02-04 23:40:00,30,31,197.459,0.499
2025-02-04 23:40:10,30,32,198.650,0.601
2025-02-04 23:40:20,30,33,197.641,0.510
2025-02-04 23:40:30,30,34,199.375,0.495
2025-02-04 23:40:40,30,35,198.428,0.435
2025-02-04 23:40:50,30,36,199.005,0.423
2025-02-04 23:41:00,30,37,198.052,0.445
2025-02-04 23:41:10,30,38,198.866,0.545
2025-02-04 23:41:20,30,39,198.344,0.531
2025-02-04 23:41:30,30,40,197.158,0.589
2025-02-04 23:41:40,30,41,200.084,0.428
2025-02-04 23:41:50,30,42,198.877,0.610
2025-02-04 23:42:00,30,43,199.625,0.529
2025-02-04 23:42:10,30,44,199.024,0.390
2025-02-04 23:42:20,30,45,198.999,0.575
2025-02-04 23:42:30,30,46,196.530,0.553
2025-02-04 23:42:40,30,47,198.070,0.482
2025-02-04 23:42:50,30,48,200.262,0.422
2025-02-04 23:43:00,30,49,199.145,0.357
2025-02-04 23:43:10,30,50,199.139,0.505
2025-02-04 23:43:20,30,51,197.640,0.465
2025-02-04 23:43:30,30,52,199.428,0.513
2025-02-04 23:43:40,30,53,199.269,0.514
2025-02-04 23:43:50,30,54,199.550,0.487
2025-02-04 23:44:00,30,55,199.748,0.482
2025-02-04 23:44:10,30,56,199.972,0.416
2025-02-04 23:44:20,30,57,198.677,0.496
2025-02-04 23:44:30,30,58,198.588,0.441
2025-02-04 23:44:40,30,59,197.337,0.460
2025-02-04 23:44:50,30,60,197.887,0.314
2025-02-04 23:45:00,30,61,199.400,0.479
2025-02-04 23:45:10,30,62,198.635,0.670
2025-02-04 23:45:20,30,63,199.315,0.641
2025-02-04 23:45:30,30,64,198.436,0.470
2025-02-04 23:45:40,30,65,197.387,0.634
2025-02-04 23:45:50,30,66,198.854,0.493
2025-02-04 23:46:00,30,67,199.969,0.596
2025-02-04 23:46:10,30,68,198.934,0.624
2025-02-04 23:46:20,30,69,198.486,0.536
2025-02-04 23:46:30,30,70,199.162,0.508
2025-02-04 23:46:40,30,71,198.783,0.470
2025-02-04 23:46:50,30,72,199.188,0.514
2025-02-04 23:47:00,30,73,199.192,0.513
2025-02-04 23:47:10,30,74,198.902,0.452
2025-02-04 23:47:20,30,75,199.343,0.446
2025-02-04 23:47:30,30,76,199.384,0.373
2025-02-04 23:47:40,30,77,199.444,0.486
2025-02-04 23:47:50,30,78,198.795,0.448
2025-02-04 23:48:00,30,79,198.778,0.490
2025-02-04 23:48:10,30,80,198.109,0.686
2025-02-04 23:48:20,30,81,198.538,0.465
2025-02-04 23:48:30,30,82,200.927,0.659
2025-02-04 23:48:40,30,83,199.390,0.526
2025-02-04 23:48:50,30,84,197.629,0.554
2025-02-04 23:49:00,30,85,199.027,0.498
2025-02-04 23:49:10,30,86,197.996,0.455
2025-02-04 23:49:20,30,87,198.206,0.552
2025-02-04 23:49:30,30,88,199.122,0.451
2025-02-04 23:49:40,30,89,199.185,0.506
2025-02-04 23:49:50,30,90,198.734,0.584
2025-02-04 23:50:00,30,91,199.051,0.445
2025-02-04 23:50:10,30,92,197.949,0.515
2025-02-04 23:50:20,30,93,197.987,0.548
2025-02-04 23:50:30,30,94,198.477,0.420
2025-02-04 23:50:40,30,95,199.113,0.554
2025-02-04 23:50:50,30,96,198.520,0.462
2025-02-04 23:51:00,30,97,200.013,0.510
2025-02-04 23:51:10,30,98,199.846,0.542
2025-02-04 23:51:20,30,99,198.659,0.486
2025-02-04 23:51:30,30,100,199.493,0.454
2025-02-04 23:51:40,30,101,199.350,0.530
2025-02-04 23:51:50,30,102,199.518,0.384
2025-02-04 23:52:00,30,103,198.311,0.574
2025-02-04 23:52:10,30,104,197.951,0.449
2025-02-04 23:52:20,30,105,199.147,0.385
2025-02-04 23:52:30,30,106,198.546,0.404
2025-02-04 23:52:40,30,107,198.629,0.431
2025-02-04 23:52:50,30,108,197.844,0.641
2025-02-04 23:53:00,30,109,198.535,0.536
2025-02-04 23:53:10,30,110,199.789,0.496
2025-02-04 23:53:20,30,111,197.281,0.523
2025-02-04 23:53:30,30,112,198.642,0.443
2025-02-04 23:53:40,30,113,198.808,0.456
2025-02-04 23:53:50,30,114,199.745,0.436
2025-02-04 23:54:00,30,115,199.181,0.448
2025-02-04 23:54:10,30,116,198.621,0.360
2025-02-04 23:54:20,30,117,199.090,0.561
2025-02-04 23:54:30,30,118,198.789,0.574
2025-02-04 23:54:40,30,119,198.545,0.442
2025-02-04 23:54:50,30,120,199.046,0.530
2025-02-04 23:55:00,30,121,200.622,0.540
2025-02-04 23:55:10,30,122,199.644,0.545
2025-02-04 23:55:20,30,123,198.297,0.435
2025-02-04 23:55:30,30,124,199.990,0.523
2025-02-04 23:55:40,30,125,198.502,0.572
2025-02-04 23:55:50,30,126,198.753,0.520
2025-02-04 23:56:00,30,127,197.902,0.528
2025-02-04 23:56:10,30,128,198.570,0.530
2025-02-04 23:56:20,30,129,198.313,0.575
2025-02-04 23:56:30,30,130,198.221,0.348
2025-02-04 23:56:40,30,131,199.360,0.450
2025-02-04 23:56:50,30,132,199.005,0.416
2025-02-04 23:57:00,30,133,198.012,0.424
2025-02-04 23:57:10,30,134,198.516,0.445
2025-02-04 23:57:20,30,135,199.050,0.442
2025-02-04 23:57:30,30,136,198.337,0.440
2025-02-04 23:57:40,30,137,199.090,0.462
2025-02-04 23:57:50,30,138,199.537,0.444
2025-02-04 23:58:00,30,139,199.166,0.534
2025-02-04 23:58:10,30,140,197.576,0.458
2025-02-04 23:58:20,30,141,199.006,0.356
2025-02-04 23:58:30,30,142,199.604,0.546
2025-02-04 23:58:40,30,143,197.917,0.562
2025-02-04 23:58:50,30,144,198.977,0.478
2025-02-04 23:59:00,30,145,198.919,0.494
2025-02-04 23:59:10,30,146,198.247,0.568
2025-02-04 23:59:20,30,147,198.855,0.574
2025-02-04 23:59:30,30,148,199.253,0.529
2025-02-04 23:59:40,30,149,198.025,0.600
2025-02-04 23:59:50,30,150,198.134,0.514
2025-02-05 00:00:00,30,151,199.035,0.444
2025-02-05 00:00:10,30,152,198.311,0.369
2025-02-05 00:00:20,30,153,198.600,0.420
2025-02-05 00:00:30,30,154,198.360,0.427
2025-02-05 00:00:40,30,155,198.185,0.518
2025-02-05 00:00:50,30,156,198.473,0.520
2025-02-05 00:01:00,30,157,199.190,0.474
2025-02-05 00:01:10,30,158,199.432,0.413
2025-02-05 00:01:20,30,159,199.160,0.449
2025-02-05 00:01:30,30,160,198.135,0.582
2025-02-05 00:01:40,30,161,198.746,0.471
2025-02-05 00:01:50,30,162,198.734,0.477
2025-02-05 00:02:00,30,163,199.597,0.517
2025-02-05 00:02:10,30,164,198.714,0.516
2025-02-05 00:02:20,30,165,199.210,0.503
2025-02-05 00:02:30,30,166,198.156,0.580
2025-02-05 00:02:40,30,167,198.005,0.432
2025-02-05 00:02:50,30,168,200.555,0.585
2025-02-05 00:03:00,30,169,198.252,0.601
2025-02-05 00:03:10,30,170,200.151,0.544
2025-02-05 00:03:20,30,171,199.736,0.553
2025-02-05 00:03:30,30,172,198.834,0.554
2025-02-05 00:03:40,30,173,198.867,0.462
2025-02-05 00:03:50,30,174,198.760,0.497
2025-02-05 00:04:00,30,175,199.020,0.497
2025-02-05 00:04:10,30,176,198.426,0.457
2025-02-05 00:04:20,30,177,197.719,0.427
2025-02-05 00:04:30,30,178,199.037,0.571
2025-02-05 00:04:40,30,179,199.199,0.461
2025-02-05 00:04:50,30,180,198.230,0.545
2025-02-05 00:05:00,30,181,198.248,0.496
2025-02-05 00:05:10,30,182,198.102,0.354
2025-02-05 00:05:20,30,183,197.321,0.444
2025-02-05 00:05:30,30,184,198.362,0.502
2025-02-05 00:05:40,30,185,198.939,0.510
2025-02-05 00:05:50,30,186,198.235,0.440
2025-02-05 00:06:00,30,187,199.565,0.500
2025-02-05 00:06:10,30,188,198.417,0.373
2025-02-05 00:06:20,30,189,198.338,0.467
2025-02-05 00:06:30,30,190,199.601,0.556
2025-02-05 00:06:40,30,191,198.856,0.530
2025-02-05 00:06:50,30,192,197.961,0.497
2025-02-05 00:07:00,30,193,199.148,0.613
2025-02-05 00:07:10,30,194,199.136,0.485
2025-02-05 00:07:20,30,195,198.483,0.566
2025-02-05 00:07:30,30,196,198.579,0.478
2025-02-05 00:07:40,30,197,197.790,0.586
2025-02-05 00:07:50,30,198,198.765,0.360
2025-02-05 00:08:00,30,199,198.197,0.463
2025-02-05 00:08:10,30,200,198.738,0.387
2025-02-05 00:08:20,30,201,198.813,0.580
2025-02-05 00:08:30,30,202,198.713,0.444
2025-02-05 00:08:40,30,203,199.581,0.462
2025-02-05 00:08:50,30,204,198.587,0.500
2025-02-05 00:09:00,30,205,198.516,0.505
2025-02-05 00:09:10,30,206,198.292,0.533
2025-02-05 00:09:20,30,207,198.492,0.572
2025-02-05 00:09:30,30,208,198.410,0.531
2025-02-05 00:09:40,30,209,198.394,0.536
2025-02-05 00:09:50,30,210,198.838,0.427
2025-02-05 00:10:00,30,211,199.085,0.362
2025-02-05 00:10:10,30,212,197.813,0.598
2025-02-05 00:10:20,30,213,198.761,0.378
2025-02-05 00:10:30,30,214,198.169,0.544
2025-02-05 00:10:40,30,215,198.726,0.495
2025-02-05 00:10:50,30,216,198.483,0.437
2025-02-05 00:11:00,30,217,198.659,0.524
2025-02-05 00:11:10,30,218,199.573,0.424
2025-02-05 00:11:20,30,219,196.829,0.419
2025-02-05 00:11:30,30,220,198.271,0.454
2025-02-05 00:11:40,30,221,198.109,0.415
2025-02-05 00:11:50,30,222,198.370,0.500
2025-02-05 00:12:00,30,223,198.059,0.405
2025-02-05 00:12:10,30,224,198.115,0.476
2025-02-05 00:12:20,30,225,198.816,0.685
2025-02-05 00:12:30,30,226,199.794,0.509
2025-02-05 00:12:40,30,227,199.460,0.572
2025-02-05 00:12:50,30,228,198.922,0.571
2025-02-05 00:13:00,30,229,197.991,0.492
2025-02-05 00:13:10,30,230,198.111,0.479
2025-02-05 00:13:20,30,231,200.187,0.393
2025-02-05 00:13:30,30,232,197.455,0.600
2025-02-05 00:13:40,30,233,198.295,0.367
2025-02-05 00:13:50,30,234,198.879,0.462
2025-02-05 00:14:00,30,235,198.640,0.478
2025-02-05 00:14:10,30,236,199.094,0.590
2025-02-05 00:14:20,30,237,198.682,0.633
2025-02-05 00:14:30,30,238,199.258,0.548
2025-02-05 00:14:40,30,239,199.649,0.678
2025-02-05 00:14:50,30,240,198.807,0.427
2025-02-05 00:15:00,30,241,197.517,0.521
2025-02-05 00:15:10,30,242,199.125,0.504
2025-02-05 00:15:20,30,243,198.563,0.525
2025-02-05 00:15:30,30,244,198.711,0.539
2025-02-05 00:15:40,30,245,199.850,0.665
2025-02-05 00:15:50,30,246,198.228,0.594
2025-02-05 00:16:00,30,247,199.526,0.509
2025-02-05 00:16:10,30,248,198.950,0.490
2025-02-05 00:16:20,30,249,197.078,0.409
2025-02-05 00:16:30,30,250,198.896,0.507
2025-02-05 00:16:40,30,251,199.320,0.420
2025-02-05 00:16:50,30,252,198.511,0.459
2025-02-05 00:17:00,30,253,198.235,0.381
2025-02-05 00:17:10,30,254,198.824,0.492
2025-02-05 00:17:20,30,255,198.201,0.463
2025-02-05 00:17:30,30,256,199.273,0.428
2025-02-05 00:17:40,30,257,199.704,0.568
2025-02-05 00:17:50,30,258,197.802,0.485
2025-02-05 00:18:00,30,259,199.645,0.548
2025-02-05 00:18:10,30,260,198.585,0.590
2025-02-05 00:18:20,30,261,198.169,0.578
2025-02-05 00:18:30,30,262,200.314,0.538
2025-02-05 00:18:40,30,263,199.195,0.476
2025-02-05 00:18:50,30,264,198.748,0.412
2025-02-05 00:19:00,30,265,198.874,0.421
2025-02-05 00:19:10,30,266,198.070,0.334
2025-02-05 00:19:20,30,267,197.402,0.513
2025-02-05 00:19:30,30,268,198.923,0.629
2025-02-05 00:19:40,30,269,199.101,0.326
2025-02-05 00:19:50,30,270,198.022,0.505
2025-02-05 00:20:00,30,271,199.814,0.586
2025-02-05 00:20:10,30,272,199.447,0.484
2025-02-05 00:20:20,30,273,198.719,0.407
2025-02-05 00:20:30,30,274,199.853,0.543
2025-02-05 00:20:40,30,275,197.562,0.479
2025-02-05 00:20:50,30,276,198.001,0.608
2025-02-05 00:21:00,30,277,198.884,0.503
2025-02-05 00:21:10,30,278,198.036,0.564
2025-02-05 00:21:20,30,279,197.908,0.549
2025-02-05 00:21:30,30,280,198.268,0.499
2025-02-05 00:21:40,30,281,200.219,0.477
2025-02-05 00:21:50,30,282,199.900,0.537
2025-02-05 00:22:00,30,283,199.441,0.487
2025-02-05 00:22:10,30,284,198.808,0.573
2025-02-05 00:22:20,30,285,199.069,0.338
2025-02-05 00:22:30,30,286,199.471,0.451
2025-02-05 00:22:40,30,287,197.949,0.537
2025-02-05 00:22:50,30,288,199.496,0.541
2025-02-05 00:23:00,30,289,199.740,0.703
2025-02-05 00:23:10,30,290,198.298,0.359
2025-02-05 00:23:20,30,291,198.536,0.488
2025-02-05 00:23:30,30,292,199.923,0.563
2025-02-05 00:23:40,30,293,198.455,0.527
2025-02-05 00:23:50,30,294,198.758,0.319
2025-02-05 00:24:00,30,295,198.895,0.456
2025-02-05 00:24:10,30,296,199.117,0.533
2025-02-05 00:24:20,30,297,199.897,0.590
2025-02-05 00:24:30,30,298,198.777,0.472
2025-02-05 00:24:40,30,299,198.798,0.521
2025-02-05 00:24:50,30,300,198.953,0.501
2025-02-05 00:25:00,30,301,200.384,0.482
2025-02-05 00:25:10,30,302,200.237,0.612
2025-02-05 00:25:20,30,303,197.607,0.434
2025-02-05 00:25:30,30,304,198.884,0.511
2025-02-05 00:25:40,30,305,199.527,0.448
2025-02-05 00:25:50,30,306,198.638,0.595
2025-02-05 00:26:00,30,307,199.687,0.458
2025-02-05 00:26:10,30,308,198.405,0.611
2025-02-05 00:26:20,30,309,200.977,0.582
2025-02-05 00:26:30,30,310,198.013,0.493
2025-02-05 00:26:40,30,311,199.090,0.507
2025-02-05 00:26:50,30,312,198.848,0.427
2025-02-05 00:27:00,30,313,199.186,0.412
2025-02-05 00:27:10,30,314,199.355,0.537
2025-02-05 00:27:20,30,315,198.632,0.549
2025-02-05 00:27:30,30,316,198.288,0.440
2025-02-05 00:27:40,30,317,199.047,0.487
2025-02-05 00:27:50,30,318,198.907,0.397
2025-02-05 00:28:00,30,319,197.931,0.475
2025-02-05 00:28:10,30,320,196.844,0.400
2025-02-05 00:28:20,30,321,199.252,0.510
2025-02-05 00:28:30,30,322,199.264,0.368
2025-02-05 00:28:40,30,323,199.328,0.499
2025-02-05 00:28:50,30,324,198.587,0.430
2025-02-05 00:29:00,30,325,198.278,0.437
2025-02-05 00:29:10,30,326,197.585,0.507
2025-02-05 00:29:20,30,327,198.281,0.587
